species:ncbi:36911	Clavispora lusitaniae
species:ncbi:545502	Ornithinibacillus bavariensis 
species:ncbi:10892	: orbivirus
species:ncbi:37929	Brevibacterium liquefaciens
species:ncbi:158822	Cedecea neteri
species:ncbi:1573	Clavibacter
species:ncbi:8803	Tinamidae 
species:ncbi:1161	Nostocales
species:ncbi:191	de Azospirillum 
species:ncbi:37923	Micrococcus kristinae 
species:ncbi:84029	Clostridium roseum 
species:ncbi:9976	Ochotonidae
species:ncbi:150368	de Calcarisporium 
species:ncbi:1167592	Clitocybe gigantea
species:ncbi:149712	Desulfovirga adipica
species:ncbi:330920	Sphingomonas azotifigens
species:ncbi:1884	Streptomyces acrimycini
species:ncbi:111802	Actinomadura fibrosa 
species:ncbi:8068	Opsanus tau 
species:ncbi:596441	Heterakis dispar
species:ncbi:54330	Etheostoma flabellare 
species:ncbi:59734	Empedobacter
species:ncbi:293	Brevundimonas diminuta 
species:ncbi:32594	babesiidae 
species:ncbi:1901	Streptomyces clavuligerus
species:ncbi:984	Flavobacterium heparinum
species:ncbi:46002	Xiphinema, SAI
species:ncbi:288786	Tityus trinitatis 
species:ncbi:644133	Monilia formosa
species:ncbi:766759	Priceomyces
species:ncbi:85293	mundillo
species:ncbi:207340	Roseomonas mucosa
species:ncbi:91942	Hortaea 
species:ncbi:156698	carpa plateada del Río Arkansas
species:ncbi:46123	de Abiotrophia
species:ncbi:50252	sita frente de terciopelo 
species:ncbi:455	Legionella janestowniensis 
species:ncbi:33010	Propionibacterium avidum 
species:ncbi:188880	Eggerthella, s CJ88
species:ncbi:451406	Splonis panayensis
species:ncbi:1747	Bacillus acnes
species:ncbi:58331	Quercus suber 
species:ncbi:357692	Chlorophonia occipitalis
species:ncbi:5800	s de Eimeria
species:ncbi:1231522	Candida duobushaemulonii 
species:ncbi:37929	Corynebacterium liquefaciens
species:ncbi:7962	Cyprinus carpio 
species:ncbi:183156	gallito hormiguero cabecinegro
species:ncbi:9265	Opossum
species:ncbi:1926677	Raoultibacter
species:ncbi:303685	Balistes capriscus
species:ncbi:88029	langur de Hanuman
species:ncbi:866	Ruminobacter 
species:ncbi:47969	Tilapia aurea
species:ncbi:41626	Psilostrophe gnaphalodes
species:ncbi:2303730	Prochlorotrichaceae
species:ncbi:380244	Glycomyces sambucus 
species:ncbi:110936	Rathayibacter caricis
species:ncbi:210623	Anoxynatronum sibiricum 
species:ncbi:50459	Barbarea vulgaris 
species:ncbi:59739	Flammeovirga 
species:ncbi:665099	Bacillus oceanisediminis 
species:ncbi:7509	siphonaptera - pulga 
species:ncbi:180498	nuez cerval
species:ncbi:40212	gorrión indefinido oriental
species:ncbi:8949	falconidae 
species:ncbi:323264	Cyprinodon pecosensis 
species:ncbi:5334	Schizophyllum commune
species:ncbi:29170	Ancylostoma caninum 
species:ncbi:334211	Pipapillomavirus
species:ncbi:312063	Azohydromonas
species:ncbi:1656804	Melanolestes picipes
species:ncbi:47678	Bacteroides fragilis  3452A
species:ncbi:235145	Clinostomum complanatum 
species:ncbi:154821	Moxostoma poecilurum 
species:ncbi:37925	Thermocrispum agreste 
species:ncbi:1995	Microtetraspora 
species:ncbi:54380	chuña de patas negras 
species:ncbi:430039	Eumicrotremus derjugini 
species:ncbi:9913	Bos taurus
species:ncbi:1550885	Phaneropsolus
species:ncbi:52785	jabirú africano
species:ncbi:3606	Parthenocissus
species:ncbi:3867	Lotus
species:ncbi:226848	Sciurotamias
species:ncbi:72078	Sebastes goodei
species:ncbi:8941	cuco
species:ncbi:363324	Blastodinium 
species:ncbi:9401	murciélgo de la fruta
species:ncbi:1735	Holdemanella biformis
species:ncbi:496496	Viridibacillus
species:ncbi:34942	vireón caja rufa 
species:ncbi:685728	pez sierra de dientes pequeños
species:ncbi:462351	Procnias tricarunculata
species:ncbi:198482	Macrococcus hajekii
species:ncbi:101191	Methanomethylovorans
species:ncbi:164833	Zigadenus elegans
species:ncbi:13214	Pionus menstruus
species:ncbi:327814	Hemanthias peruanus
species:ncbi:7479	Formicinae
species:ncbi:79690	Dasyatis sabina
species:ncbi:265948	Geobacillus tepidamans
species:ncbi:1280926	Gurltia
species:ncbi:298908	Pseudomonas segetis
species:ncbi:173861	Streptomyces stramineus
species:ncbi:85230	flor de miel del cabo de tallo largo
species:ncbi:103732	Nocardiopsis flava
species:ncbi:156972	Thioalkalicoccus
species:ncbi:1835	de Saccharopolyspora 
species:ncbi:5418	Cryptococcus laurentii
species:ncbi:100597	Ornithobilharzia, SAI
species:ncbi:37340	Simulium meridionale
species:ncbi:30582	tapir de montaña
species:ncbi:285569	Streptomyces labedae
species:ncbi:44279	Endomyces 
species:ncbi:8703	Vipera
species:ncbi:195748	Promicromonospora vindobonensis
species:ncbi:341457	sita de cabeza castaña 
species:ncbi:34902	Trachemys scripta
species:ncbi:8241	atún de ojos grandes
species:ncbi:50052	Mycoplasma crocodyli
species:ncbi:9872	ciervo mula
species:ncbi:137584	Thalassomonas viridans 
species:ncbi:66373	Streptomyces niger 
species:ncbi:3829	cáñamo de Bengala
species:ncbi:8162	Percichthyidae
species:ncbi:1390	Bacillus amyloliquefaciens
species:ncbi:1304	Streptococcus salivarius ss salivarius
species:ncbi:3685	Passiflora quadrangularis
species:ncbi:100859	avefría europea 
species:ncbi:100591	s de Dendritobilharzia
species:ncbi:1979162	virus de la parainfluenza humana 5
species:ncbi:751	Pasteurella avium 
species:ncbi:1265830	Dalbergia nitidula 
species:ncbi:1114980	Spiroplasma atrichopogonis
species:ncbi:9796	Equus caballus caballus 
species:ncbi:2055876	Metakosakonia 
species:ncbi:34939	capulinero de Archbold 
species:ncbi:1194566	Neosartorya hiratsukae
species:ncbi:82345	Ornithinicoccus 
species:ncbi:60250	Dermacentor halli 
species:ncbi:1042649	Lycodes turneri
species:ncbi:1313	Streptococcus pneumoniae
species:ncbi:5854	Plasmodium reichenowi
species:ncbi:492515	Polytelis alexandrae 
species:ncbi:774	Bartonella bacilliformis (concepto no activo)
species:ncbi:256839	Shewanella decolorationis
species:ncbi:433411	Lycodapus fierasfer
species:ncbi:1738857	Antennarius ocellatus
species:ncbi:100825	pito real 
species:ncbi:925459	Balearica regulorum 
species:ncbi:34959	Vireolanius
species:ncbi:33706	citomegalovirus del chanchito de la India
species:ncbi:8459	Testudines
species:ncbi:53562	Bironella 
species:ncbi:192066	de Neisseria 
species:ncbi:187121	Gallicolumba luzonica 
species:ncbi:485	Neisseria gonorrhoeae 
species:ncbi:170902	Lipoptena 
species:ncbi:33617	Pelicanus 
species:ncbi:119412	Ross' violet touraco
species:ncbi:137517	oruguero negro
species:ncbi:646131	Monilia herbarum
species:ncbi:161682	chorlo real 
species:ncbi:914	Nitrosomonas
species:ncbi:584	Proteus mirabilis 
species:ncbi:9227	Psittacula
species:ncbi:215691	Thermomonas brevis 
species:ncbi:126	Planctomycetaceae
species:ncbi:69964	Azotobacter salinestris 
species:ncbi:10380	herpesvirus ateles 2 
species:ncbi:209628	Empidonax virescens
species:ncbi:90312	Sistotrema cinereum
species:ncbi:53522	Thermomonospora mesouviformis 
species:ncbi:433923	Pseudacidovorax
species:ncbi:59845	Paenibacillus illinoisensis
species:ncbi:219584	rabdovirus de carpa herbívora
species:ncbi:74830	Penicillium discolor
species:ncbi:86795	Marmoricola
species:ncbi:65462	Ascaridia columbae 
species:ncbi:4762	Oomycetes
species:ncbi:693066	rinovirus bovino 2 
species:ncbi:489910	Nosocomiicoccus ampullae 
species:ncbi:182936	reinita trapadora
species:ncbi:1934393	Chaetomium brasiliense
species:ncbi:744555	Chaetodon falcifer
species:ncbi:74973	lycosidae 
species:ncbi:54350	Etheostoma blennioides 
species:ncbi:1505652	Terrisporobacter 
species:ncbi:106413	Streptosporangium purpuratum 
species:ncbi:92245	Thioalkalimicrobium aerophilum 
species:ncbi:308426	Babesia capreoli
species:ncbi:192389	Chryseobacterium daecheongense 
species:ncbi:69218	entérico  9 del CDC
species:ncbi:38945	colibia de pie aterciopelado
species:ncbi:106105	Urotrichus 
species:ncbi:1598	Lactobacillus reuteri (producto)
species:ncbi:1132637	Penicillium atrosanguineum
species:ncbi:99693	Microphallidae 
species:ncbi:141836	cacatúa copete blanco 
species:ncbi:451379	Syphacia muris
species:ncbi:318478	Dracunculus 
species:ncbi:6683	Decapoda 
species:ncbi:454499	Halogeton glomeratus 
species:ncbi:309805	Persephonella marina
species:ncbi:674529	Bacteroides faecis
species:ncbi:9710	Halichoerus
species:ncbi:188544	Demodex 
species:ncbi:86920	Hybognathus nuchalis
species:ncbi:35232	Pleistophoridae
species:ncbi:94702	Protoopalina 
species:ncbi:10244	virus de la viruela de los monos
species:ncbi:167934	kaloula pulchra
species:ncbi:471862	Sterna antillarum
species:ncbi:81894	Prosthecomicrobium 
species:ncbi:91940	Chloridium schulzerii
species:ncbi:108471	Graphidium
species:ncbi:160	Treponema pallidum
species:ncbi:115653	palomas coronadas
species:ncbi:53365	Catellatospora
species:ncbi:152142	Mycobacterium holsaticum 
species:ncbi:459529	Sphingobacterium siyangense
species:ncbi:84757	Beutenbergia cavernae 
species:ncbi:30550	mofeta manchada
species:ncbi:5670	Leishmania guyanensis 
species:ncbi:39122	Skermania piniformis
species:ncbi:210	Campylobacter pylori, sub pylori
species:ncbi:319451	Tactostoma macropus
species:ncbi:94833	Gavialidae 
species:ncbi:112900	Sporomusa acidovorans
species:ncbi:507367	piscarda plateada del oeste
species:ncbi:172053	Centaurium beyrichii
species:ncbi:433401	Liparis fucensis 
species:ncbi:1687	Bifidobacterium coryneforme 
species:ncbi:197054	Candida galli 
species:ncbi:2013	Nocardiopsis 
species:ncbi:28138	Rikenella
species:ncbi:1980519	virus de la fiebre hemorrágica de Crimea - Congo 
species:ncbi:334885	Pentaceros richardsoni 
species:ncbi:107223	Myiagra 
species:ncbi:231316	Dactylogyrus extensus 
species:ncbi:85413	Bosea 
species:ncbi:1193726	Lythrypnus spilus 
species:ncbi:48434	Steatornis
species:ncbi:180542	Salinisphaera shabanensis
species:ncbi:419005	Prevotella amnii
species:ncbi:37734	Enterococcus casseliflavus
species:ncbi:236753	Fastidiosipila sanguinis
species:ncbi:85563	Phenacobius teretulus 
species:ncbi:1708	Cellulomonas fimi 
species:ncbi:58327	bermejuela
species:ncbi:213117	Desulfohalobiaceae
species:ncbi:72275	Alteromonadaceae 
species:ncbi:50400	Charadrius semipalmatus 
species:ncbi:156985	Chasmistes brevirostris
species:ncbi:62098	Alphaentomopox 
species:ncbi:111811	chotacabras 
species:ncbi:9125	rascón weka
species:ncbi:103874	Spironucleus barkhanus
species:ncbi:67313	Streptomyces lateritius
species:ncbi:866441	Buceros vigil
species:ncbi:39306	serpiente del barro 
species:ncbi:46358	de Bartonella
species:ncbi:2179	Methanothermus
species:ncbi:167095	Hemileuca nevadensis
species:ncbi:3954	Combretaceae
species:ncbi:207599	Solirubrobacter 
species:ncbi:51217	Dipsosaurus dorsalis
species:ncbi:1311	Streptococcus difficile
species:ncbi:1807	Mycobacterium obuense
species:ncbi:33630	infrar Alveolata
species:ncbi:6658	branquiópodo
species:ncbi:449594	Western scrub-bird 
species:ncbi:2107	Mycoplasma pulmonis 
species:ncbi:61463	Gnathostoma
species:ncbi:196084	Okibacterium
species:ncbi:42741	Ceriporiopsis
species:ncbi:452800	Thamnosma texana
species:ncbi:242750	Prevotella bergensis
species:ncbi:9663	Mellivora 
species:ncbi:35671	Agkistrodon caliginosus 
species:ncbi:5926	Colpidium
species:ncbi:5178	Helotiales
species:ncbi:63467	Cryptostegia
species:ncbi:1311538	Bryozoichthys marjorius 
species:ncbi:64282	virus de los murciélagos de Dakar
species:ncbi:9821	Suidae
species:ncbi:43583	buitre rey 
species:ncbi:5800	s de Eimeria 
species:ncbi:28843	diphyllobothriidae
species:ncbi:8570	sub: Serpentes
species:ncbi:9151	Epimachus albertisi
species:ncbi:27666	Lasionycteris
species:ncbi:65515	Nonomuraea dietzii
species:ncbi:5040	Malbranchea
species:ncbi:1323	Streptococcus pleomorphus 
species:ncbi:70992	Flexithrix 
species:ncbi:953	de Wolbachia
species:ncbi:271417	Aeromonas molluscorum
species:ncbi:6923	Latrodectus
species:ncbi:95641	Methylomicrobium buryatense 
species:ncbi:1354367	Parastrigea 
species:ncbi:91488	Neosartorya botucatensis 
species:ncbi:228599	Nocardia higoensis
species:ncbi:172131	Trachinocephalus myops 
species:ncbi:12164	virus latente del clavel
species:ncbi:208441	Amycolatopsis decaplanina 
species:ncbi:43610	Phrynosoma cornutum 
species:ncbi:52282	de Sarcoptes 
species:ncbi:9269	Marmosa
species:ncbi:8399	rana 
species:ncbi:320393	Cynoscion parvipinnis
species:ncbi:53684	proteocephalidea 
species:ncbi:202265	Blarinella 
species:ncbi:84757	Beutenbergia cavernae
species:ncbi:36873	Paraburkholderia xenovorans 
species:ncbi:85012	Streptosporangineae
species:ncbi:160400	Zapus hudsonius 
species:ncbi:2100466	Mammomonogamus auris 
species:ncbi:28717	Manucodia
species:ncbi:8418	Hylidae 
species:ncbi:1652028	Brachybacterium huguangmaarense
species:ncbi:27706	róbalo de boca grande
species:ncbi:172412	Sialia 
species:ncbi:164416	virus Wesselsbron
species:ncbi:58123	Spirillospora albida
species:ncbi:36268	ave del paraíso raggiana 
species:ncbi:30068	Anopheles punctulatus
species:ncbi:4895	Schizosaccharomyces 
species:ncbi:34902	Trachemys 
species:ncbi:45362	Mycoplasma bovoculi
species:ncbi:60549	Pseudomonas phenazinium 
species:ncbi:707628	Tripospermum 
species:ncbi:531874	reyezuelo de cola amarilla
species:ncbi:28697	Black guillemot
species:ncbi:746315	Pimelea linifolia
species:ncbi:141836	Great white cockatoo 
species:ncbi:460214	Ramphocelus dimidiatus
species:ncbi:110556	mostaza de tanaceto
species:ncbi:271806	Physostigma 
species:ncbi:36531	mycobacterium atípica
species:ncbi:10298	virus del herpes simple humano  1
species:ncbi:37919	Rhodococcus opacus 
species:ncbi:1116920	Prosimulium hirtipes
species:ncbi:131343	carpintero de pecho rojo
species:ncbi:333725	Streptomyces kaempferi 
species:ncbi:94928	Melichthys niger
species:ncbi:46550	Diomedea exulans
species:ncbi:9662	Meles meles
species:ncbi:9134	canario
species:ncbi:671232	de Streptococcus anginosus
species:ncbi:3898	Trifolium 
species:ncbi:9224	psittacidae 
species:ncbi:10294	virus simplex 
species:ncbi:106947	Marshallagia marshalli 
species:ncbi:1470261	Streptomyces panaciradicis
species:ncbi:33209	Orthonectida 
species:ncbi:23672	Sapindaceae 
species:ncbi:546339	pájaro sastre
species:ncbi:82633	CDC IVc-2
species:ncbi:6665	cladoceros
species:ncbi:1358	Lactococcus lactis
species:ncbi:93221	Pandoraea pulmonicola
species:ncbi:80811	Cystobacterineae
species:ncbi:30539	Vicugna 
species:ncbi:304276	Cottus gulosus
species:ncbi:517	Bordetella
species:ncbi:71453	Tetragenococcus solitarius
species:ncbi:124311	Haematopota 
species:ncbi:48140	Phanerochaete sordida
species:ncbi:104663	Chitinophaga filiformis 
species:ncbi:110215	Atheris 
species:ncbi:3571	Saponaria
species:ncbi:386524	carpintero imperial
species:ncbi:6254	Parascaris, SAI
species:ncbi:3617	Fagopyrum esculentum 
species:ncbi:47187	Caloscypha fulgens
species:ncbi:8685	Hydrophis ornatus 
species:ncbi:8397	ranidae 
species:ncbi:428030	Ronquilus jordani 
species:ncbi:7922	lamia
species:ncbi:1412989	Prionotus rubio
species:ncbi:649188	virus Lujo 
species:ncbi:5529	Metarhizium 
species:ncbi:43673	s de Jonesia
species:ncbi:60442	Moraxella equi 
species:ncbi:71151	Methanocalculus 
species:ncbi:1249	Weissella paramesenteroides 
species:ncbi:144034	Pogonomyrmex barbatus 
species:ncbi:268179	Cryptotrichosporon 
species:ncbi:840	Bacteroides loescheii
species:ncbi:95722	Curl-crested aracari 
species:ncbi:194441	virus linfotrópico T  2 de primate
species:ncbi:202772	Zooshikella ganghwensis
species:ncbi:548	Klebsiella mobilis 
species:ncbi:2067815	guggul
species:ncbi:45054	Taeniothrips 
species:ncbi:587067	Equetus acuminado 
species:ncbi:1325360	Paenibacillus segetis
species:ncbi:9671	Pteronura
species:ncbi:1809	Mycobacterium ulcerans 
species:ncbi:458190	Dromas ardeola 
species:ncbi:215420	zoarcido pálido
species:ncbi:140713	Tunga 
species:ncbi:219104	Salanoia 
species:ncbi:48464	Prosthecobacter fusiformis 
species:ncbi:12136	virus de la parálisis del grillo
species:ncbi:676610	Concinnum ten 
species:ncbi:142475	Poecile 
species:ncbi:10026	sub Cricetinae 
species:ncbi:8803	tinamidae
species:ncbi:82522	Trichosporon mucoides 
species:ncbi:1903409	Erwiniaceae
species:ncbi:64605	Sparganum, SAI
species:ncbi:74714	Thermoanaerobacter sulfurophilus 
species:ncbi:57029	Psychroflexus torquis
species:ncbi:65420	Phialophora parasitica
species:ncbi:11746	virus jaagziekte ovino
species:ncbi:34503	Paragonimus
species:ncbi:1269	Micrococcus 
species:ncbi:1290	Staphylococcus hominis 
species:ncbi:9150	Epimachus
species:ncbi:37483	Microbispora mesophila
species:ncbi:1253	Pediococcus
species:ncbi:111995	Ramphocinclus brachyurus
species:ncbi:907	Megasphaera elsdenii
species:ncbi:13516	Eupatorium 
species:ncbi:3906	Vicia faba 
species:ncbi:158806	Diadophis
species:ncbi:44387	Zonotrichia
species:ncbi:50629	Mallophaga
species:ncbi:35813	Roseococcus thiosulfatophilus
species:ncbi:33154	de hongos/metazoarios 
species:ncbi:46550	albatros nómade
species:ncbi:31977	Acidaminococcaceae
species:ncbi:102181	Diploglossus
species:ncbi:1664383	Pseudarcicella
species:ncbi:51295	Ceratophyllidae 
species:ncbi:4030	Pelargonium
species:ncbi:999	Flexibacter litoralis
species:ncbi:83986	Methanoculleus bourgensis 
species:ncbi:114909	Turbatrix aceti
species:ncbi:57398	Aulacorhynchus 
species:ncbi:1002200	Notropis chlorocephalus
species:ncbi:723540	raya diablo
species:ncbi:59305	virus Bebaru
species:ncbi:2262	Pyrococcus woesei 
species:ncbi:33940	Bacillus thermodenitrificans
species:ncbi:194685	Gloeoporus spissus
species:ncbi:145857	Micromonospora nigra
species:ncbi:170894	de Cephenemyia
species:ncbi:9917	nilgai
species:ncbi:119858	Bacillus sonorensis
species:ncbi:40658	Plectosporium tabacinum
species:ncbi:54958	Amphisphaeriaceae
species:ncbi:9258	Platypus
species:ncbi:10639	Caulimovirus 
species:ncbi:1118520	Bare-necked umbrellabird 
species:ncbi:52131	Rhizobium hainanense 
species:ncbi:66873	Streptomyces bellus
species:ncbi:394698	escorpina china
species:ncbi:279	Xanthobacter
species:ncbi:239368	anchoa del norte
species:ncbi:36247	buitre leonado
species:ncbi:115544	Parasporobacterium paucivorans 
species:ncbi:13446	conio 
species:ncbi:472583	Ignatzschineria indica
species:ncbi:93378	Edwardsiella hoshinae
species:ncbi:52224	gecko 
species:ncbi:391620	Thinocorus rumicivorus
species:ncbi:57801	Gibbonsia elegans 
species:ncbi:394696	Sebastes mentella
species:ncbi:1306154	Rummeliibacillus suwonensis 
species:ncbi:156979	Arthrobacter cumminsii
species:ncbi:67330	Streptomyces misakiensis
species:ncbi:290625	Trichocladium
species:ncbi:9125	Gallirallus australis
species:ncbi:9816	orycteropidae
species:ncbi:28890	Euryarchaeota
species:ncbi:1132265	arbusto de duna
species:ncbi:97253	Eubacterium plexicaudatum 
species:ncbi:41274	s de Tissierella 
species:ncbi:8922	cathartidae 
species:ncbi:4780	Plasmopara
species:ncbi:457921	Massilia varians 
species:ncbi:31977	Veillonellaceae
species:ncbi:81462	Thermanaerovibrio acidaminovorans 
species:ncbi:114332	anambé
species:ncbi:9352	Bradypodidae
species:ncbi:30994	Trichomycteridae
species:ncbi:59917	Saccharopolyspora spinosporotrichia 
